iter	Passed	Remaining
464	2110	2428
465	2113	2422
466	2117	2416
467	2120	2410
468	2123	2403
469	2126	2397
470	2129	2392
471	2133	2386
472	2140	2384
473	2143	2378
474	2147	2373
475	215476	2133	2339
477	2136	2333
478	2140	2328
479	2143	2322
480	2147	2316
481	2150	2311
482	215482	2191	2345
483	2193	2338
484	2196	2332
485	2199	2326
486	2203	2320
487	2206	2315
488	2210	2309
489	2212	2302
490	2215	2297
491	2219	2291
492	2225	2289
493	2229	2283
494	2232	2277
495	2236	2272
496	2239	2266
497	2242	2260
498	2246	2255
499	2249	2249
500	2251	2242
501	2259	2241
502	2262	2235
503	2266	2230
504	2269	2224
505	2273	2219
506	2276	2213
507	2279	2207
508	2282	2202
509	2286	2196
510	2289	2190
511	2295	2187
512	2298	2182
513	2302	2176
514	2305	2171
515	2308	2165
516	2310	2158
517	2314	2153
518	2317	2147
519	2320	2142
520	2324	521	2521	232522	229522	233523	230523	233524	230524	233525	230525	234526	231526	23452527	2527	2357	2107
528	2360	2102
529	2364	2096
530	2374	2096
531	2377	2091
532	2381	2086
53533	2369	2067
534	2372	2062
535	2376	2056
536	2379	2051
537	2383	2046
538	2393	20453539	2396	204540	2419	2052
541	2422	2047
54542	2416	2034
543	2419	2027
544	2422	2022
545	2425	2017
546	2429	2011
547	2432	2006
548	2435	2001
549	2439	1995
550	2442	1990
551	2445	1984
552	2464	1992
553	2468	1986
554	2471	1981
555	2474	1976
556	2478	1970
557	2481	1965
558	2484	1960
559	2488	1954
560	2491	1949
561	2499	1948
562	2503	1942
563	2506	1937
564	2509	1932
565	2513	1927
566	2516	1921
567	2519	1916
568	2523	1911
569	2526	1905
570	2540	1909
571	2544	1903
572	2547	1898
573	2550	1893
574	2554	1887
575	2557	1882
576	2560	1877
577	2563	1871
578	2567	1866
579	2570	1861
580	2589	1867
581	2592	1862
582	2595	1856
583	2599	1851
584	2601	1845
585	2604	1840
586	2607	1834
587	2611	1829
588	2614	1824
589	2624	1823
590	2627	1818
591	2631	1813
592	2634	1808
593	2637	1802
594	2640	1797
595	2643	1791
596	2646	1786
597	2649	1781
598	2652	1775
599	2666	1777
600	2669	1772
601	2673	1767
602	2676	1762
603	2679	1756
604	2683	1751
605	2686	1746
606	2689	1741
607	2693	1736
608	2696	1731
609	2702	1728
610	2706	1722
611	2709	1717
612	2712	1712
613	2716	1707
614	2719	1702
615	2721	1696
616	2724	1691
617	2727	1686
618	2731	1681
619	2755	1688
620	2758	1683
621	2761	1678
622	2765	1673
623	2768	1668
624	2771	1663
625	2775	1657
626	2778	1652
627	2781	1647
628	2788	1644
629	2792	1639
630	2795	1635
631	2799	1630
632	2802	1625
633	2806	1619
634	2809	1614
635	2812	1609
636	2816	1604
637	2819	1599
638	2824	1595
639	2827	1590
640	2831	1585
641	2834	1580
642	2838	1575
643	2841	1570
644	2844	1565
645	2848	1560
646	285647	288647	2860	1553
648	2864	1548
649	2867	1543
650	2870	1538
651	2873	1533
652	2877	1528
653	2880	1523
654	2883	1519
655	2887	1513
656	2890	1508
657	289658	2930	1516
659	2934	1511
660	2936	1505
661	2938	1500
662	2941	1495
663	2945	1490
664	2948	1485
665	2952	1480
666	295666	2930	1463
667	2934	1458
668	293669	2984	1469
670	2987	1464
671	2991	1459
672	2994	1454
673	2997	1450
674	3001	1445
675	300675	2977	1427
676	2981	1422
677	298678	3019	1427
679	302679	3017	1419
680	3020	1414
681	3023	1409
682	3027	1405
683	3030	1400
684	3034	1395
685	3037	1390
686	3040	1385
687	3044	1380
688	3048	1376
689	3049	1370
690	3053	1365
691	3056	1360
692	3059	1355
693	3063	1350
694	3066	1345
695	3069	1340
696	3073	1336
697	3076	1331
698	3084	1328
699	3087	1323
700	3090	1318
701	3093	1313
702	3096	1308
703	3100	1303
704	3103	1298
705	3106	1293
706	3109	1288
707	3112	1283
708	3117	1279
709	3120	1274
710	3124	1269
711	3127	1265
712	3130	1260
713	3133	1255
714	3137	1250
715	3140	1245
716	3143	1240
717	3165	1243
718	3169	1238
719	3172	1233
720	3176	1229
721	3179	1224
722	3182	1219
723	3186	1214
724	3189	1209
725	3192	1204
726	3196	1200
727	3203	1197
728	3207	1192
729	3210	1187
730	3213	1182
731	3216	1177
732	3220	1172
733	3223	1168
734	3226	1163
735	3229	1158
736	3231	1153
737	3240	1150
738	3244	1145
739	3247	1140
740	3250	1136
741	3254	1131
742	3257	1126
743	3260	1121
744	3264	1117
745	3267	1112
746	3273	1108
747	3275	1103
748	3749	3270	749	3750	3274	750	3751	3277	751	3752	3280	752	3753	3284	753	3754	3287	754	3755	3290	755	3756	3294	756	3326	1067
757	3329	1063
758	3332	1058
759	3336	1053
760	3339	1048
761	3357	1048
762	3361	1044
763	3364	1039
764	3367	1034
765	3370	1029
766	3374	1024
767	3377	1020
768	3380	1015
769	3384	1010
770	3387	1006
771	3396	1003
772	3400	998
773	3403	993
774	3406	989
775	3410	984
776	3413	979
777	3416	974
778	3420	970
779	3423	965
780	3429	961
781	3433	957
782	3436	952
783	3440	947
784	3443	943
785	3446	938
786	3450	933
787	3453	929
788	3456	924
789	3469	922
790	3472	917
791	3475	912
792	3479	908
793	3482	903
794	3486	898
795	3489	894
796	3492	889
797	3496	885
798	3499	880
799	3503	875
800	3506	871
801	3509	866
802	3513	861
803	3521	858
804	3524	853
805	3527	849
806	3531	844
807	3534	839
808	3538	835
809	3541	830
810	3544	826
811	3548	821
812	3556	817
813	3559	813
814	3563	808
815	3566	804
816	3570	799
817	3573	795
818	3576	790
819	3580	785
820	3583	781
821	3586	776
822	3602	774
823	3606	770
824	3609	765
825	3612	761
826	3616	756
827	3619	751
828	3622	747
829	3626	742
830	3629	738
831	3645	736
832	3648	731
833	3651	726
834	3655	722
835	3658	717
836	3661	713
837	3665	708
838	3668	703
839	3671	699
840	3676	695
841	3679	690
842	3682	685
843	3686	681
844	3689	676
845	3692	672
846	3696	667
847	3699	663
848	3702	658
849	3705	653
850	3714	650
851	3717	645
852	3720	641
853	3723	636
854	3727	632
855	3856	3767	628
857	3770	623
858	3773	619
859	3777859	3756	611
860	3759	606
861	3762	602
862	3766	597
863	3769	593
864	3772	588
865	3776	584
866	3779	579
867	3782	575
868	3786	570
869	3803	568
870	3807	563
871	3810	559
872	3813	554
873	3817	550
874	3820	545
875	3823	541
876	3827	536
877	3830	532
878	3839	528
879	3842	524
880	3846	519
881	3849	515
882	3852	510
883	3856	506
884	3859	501
885	3862	497
886	3866	492
887	3881	489
888	3885	485
889	3888	480
890	3892	476
891	3895	471
892	3898	467
893	3902	462
894	3905	458
895	3908	453
896	3911	449
897	3928	446
898	3931	441
899	3934	437
900	3938	432
901	3941	428
902	3944	423
903	3948	419
904	3952	414
905	3955	410
906	3961	406
907	3965	401
908	3968	397
909	3971	392
910	3975	388
911	3978	383
912	3981	379
913	3984	374
914	3988	370
915	3994	366
916	3997	361
917	4001	357
918	4004	352
919	4007	348
920	4010	344
921	4014	339
922	4017	335
923	4020	330
924	4024	326
925	4041	323
926	4045	318
927	4048	314
928	4051	309
929	4054	305
930	4058	300
931	4061	296
932	4064	291
933	4067	287
934	4071	283
935	4085	279
936	4088	274
937	4092	270
938	4095	266
939	4098	261
940	4101	257
941	4104	252
942	4107	248
943	4111	243
944	4120	239
945	4122	235
946	4126	230
947	4129	226
948	4132	222
949	4135	217
950	4139	213
951	4142	208
952	4145	204
9954	4134	194954	4153	195
955	4156	191
956	4160	186
957	4163	182
958	4166	178
959	4170	173
960	4173	169
961	4198	165
962	4201	161
963	4205	157
964	4208	152
965	4211	148
966	4215	143
967	4218	139
968	4221	135
969	4225	130
970	4228	126
971	4232	121
972	4235	117
973	4238	113
974	4242	108
975	4245	104
976	4248	100
977	4251	95
978	4255	91980	4248	82
981	4251	77
982	4254	73
983	4257	69
984	4261	64
985	4264	60
986	4267	56
987	4271	51
988	4274	47
989	4278	43
990	4281	38
991	4284	34
992	4288	30
993	4291	25
994	4294	21
995	4298	17
996	4300	12
997	4303	8
998	4305	4
999	4308	0
4
999	4323	0
